,DATE,MORTGAGE30US,,,Position,Rates
1,"April 2, 1971",7.33,,Start,1549,7.65
2,"April 9, 1971",7.31,,,1550,7.54
3,"April 16, 1971",7.31,,,1551,7.42
4,"April 23, 1971",7.31,,,1552,7.17
5,"April 30, 1971",7.29,,,1553,7.13
6,"May 7, 1971",7.38,,,1554,7.07
7,"May 14, 1971",7.42,,,1555,6.89
8,"May 21, 1971",7.44,,,1556,7.02
9,"May 28, 1971",7.46,,,1557,7.15
10,"June 4, 1971",7.52,,,1558,7.09
11,"June 11, 1971",7.52,,,1559,6.98
12,"June 18, 1971",7.54,,,1560,7.01
13,"June 25, 1971",7.54,,,1561,7.12
14,"July 2, 1971",7.54,,,1562,7.03
15,"July 9, 1971",7.54,,,1563,6.97
16,"July 16, 1971",7.6,,,1564,6.96
17,"July 23, 1971",7.65,,,1565,6.89
18,"July 30, 1971",7.69,,,1566,6.91
19,"August 6, 1971",7.66,,,1567,7.01
20,"August 13, 1971",7.73,,,1568,7.04
21,"August 20, 1971",7.71,,,1569,7.14
22,"August 27, 1971",7.69,,,1570,7.12
23,"September 3, 1971",7.71,,,1571,7.14
24,"September 10, 1971",7.67,,,1572,7.1
25,"September 17, 1971",7.7,,,1573,7.14
26,"September 24, 1971",7.67,,,1574,7.2
27,"October 1, 1971",7.67,,,1575,7.24
28,"October 8, 1971",7.63,,,1576,7.2
29,"October 15, 1971",7.63,,,1577,7.14
30,"October 22, 1971",7.58,,,1578,7.11
31,"October 29, 1971",7.63,,,1579,7.11
32,"November 5, 1971",7.59,,,1580,7.19
33,"November 12, 1971",7.56,,,1581,7.21
34,"November 19, 1971",7.54,,,1582,7.08
35,"November 26, 1971",7.51,,,1583,7.03
36,"December 3, 1971",7.49,,,1584,7
37,"December 10, 1971",7.47,,,1585,7
38,"December 17, 1971",7.48,,,1586,6.92
39,"December 24, 1971",7.48,,,1587,6.91
40,"December 31, 1971",7.48,,,1588,6.92
41,"January 7, 1972",7.46,,,1589,6.89
42,"January 14, 1972",7.46,,,1590,6.86
43,"January 21, 1972",7.43,,,1591,6.8
44,"January 28, 1972",7.4,,,1592,6.72
45,"February 4, 1972",7.35,,,1593,6.64
46,"February 11, 1972",7.33,,,1594,6.58
47,"February 18, 1972",7.31,,,1595,6.61
48,"February 25, 1972",7.31,,,1596,6.64
49,"March 3, 1972",7.32,,,1597,6.56
50,"March 10, 1972",7.32,,,1598,6.45
51,"March 17, 1972",7.31,,,1599,6.51
52,"March 24, 1972",7.31,,,1600,6.75
53,"March 31, 1972",7.23,,,1601,7.02
54,"April 7, 1972",7.25,,,1602,6.84
55,"April 14, 1972",7.29,,,1603,7.09
56,"April 21, 1972",7.29,,,1604,7.17
57,"April 28, 1972",7.33,,,1605,7.16
58,"May 5, 1972",7.33,,,1606,7.14
59,"May 12, 1972",7.38,,,1607,7.06
60,"May 19, 1972",7.38,,,1608,6.83
61,"May 26, 1972",7.4,,,1609,6.96
62,"June 2, 1972",7.36,,,1610,7.02
63,"June 9, 1972",7.38,,,1611,6.88
64,"June 16, 1972",7.38,,,1612,6.86
65,"June 23, 1972",7.36,,,1613,6.81
66,"June 30, 1972",7.38,,,1614,6.8
67,"July 7, 1972",7.38,,,1615,6.87
68,"July 14, 1972",7.4,,,1616,7.08
69,"July 21, 1972",7.4,,,1617,7.14
70,"July 28, 1972",7.4,,,1618,7.18
71,"August 4, 1972",7.35,,,1619,7.13
72,"August 11, 1972",7.41,,,1620,6.99
73,"August 18, 1972",7.42,,,1621,6.94
74,"August 25, 1972",7.42,,,1622,6.88
75,"September 1, 1972",7.42,,,1623,6.78
76,"September 8, 1972",7.42,,,1624,6.79
77,"September 15, 1972",7.42,,,1625,6.89
78,"September 22, 1972",7.41,,,1626,6.81
79,"September 29, 1972",7.43,,,1627,6.76
80,"October 6, 1972",7.41,,,1628,6.71
81,"October 13, 1972",7.41,,,1629,6.71
82,"October 20, 1972",7.44,,,1630,6.63
83,"October 27, 1972",7.42,,,1631,6.55
84,"November 3, 1972",7.43,,,1632,6.57
85,"November 10, 1972",7.42,,,1633,6.54
86,"November 17, 1972",7.42,,,1634,6.49
87,"November 24, 1972",7.44,,,1635,6.34
88,"December 1, 1972",7.45,,,1636,6.43
89,"December 8, 1972",7.43,,,1637,6.31
90,"December 15, 1972",7.43,,,1638,6.22
91,"December 22, 1972",7.45,,,1639,6.27
92,"December 29, 1972",7.45,,,1640,6.22
93,"January 5, 1973",7.44,,,1641,6.15
94,"January 12, 1973",7.44,,,1642,6.18
95,"January 19, 1973",7.44,,,1643,6.05
96,"January 26, 1973",7.43,,,1644,5.99
97,"February 2, 1973",7.43,,,1645,6.01
98,"February 9, 1973",7.43,,,1646,5.98
99,"February 16, 1973",7.45,,,1647,6.15
100,"February 23, 1973",7.45,,,1648,6.31
101,"March 2, 1973",7.45,,,,
102,"March 9, 1973",7.45,,,,
103,"March 16, 1973",7.45,,,,
104,"March 23, 1973",7.45,,,,
105,"March 30, 1973",7.49,,,,
106,"April 6, 1973",7.51,,,,
107,"April 13, 1973",7.54,,,,
108,"April 20, 1973",7.56,,,,
109,"April 27, 1973",7.56,,,,
110,"May 4, 1973",7.58,,,,
111,"May 11, 1973",7.64,,,,
112,"May 18, 1973",7.69,,,,
113,"May 24, 1973",7.7,,,,
114,"June 1, 1973",7.7,,,,
115,"June 8, 1973",7.73,,,,
116,"June 15, 1973",7.73,,,,
117,"June 22, 1973",7.75,,,,
118,"June 29, 1973",7.76,,,,
119,"July 6, 1973",7.89,,,,
120,"July 13, 1973",8.01,,,,
121,"July 20, 1973",8.12,,,,
122,"July 27, 1973",8.18,,,,
123,"August 3, 1973",8.26,,,,
124,"August 10, 1973",8.4,,,,
125,"August 17, 1973",8.55,,,,
126,"August 24, 1973",8.61,,,,
127,"August 31, 1973",8.66,,,,
128,"September 7, 1973",8.77,,,,
129,"September 14, 1973",8.81,,,,
130,"September 21, 1973",8.83,,,,
131,"September 28, 1973",8.85,,,,
132,"October 5, 1973",8.82,,,,
133,"October 12, 1973",8.83,,,,
134,"October 19, 1973",8.75,,,,
135,"October 26, 1973",8.68,,,,
136,"November 2, 1973",8.62,,,,
137,"November 9, 1973",8.59,,,,
138,"November 16, 1973",8.58,,,,
139,"November 23, 1973",8.57,,,,
140,"November 30, 1973",8.55,,,,
141,"December 7, 1973",8.53,,,,
142,"December 14, 1973",8.53,,,,
143,"December 21, 1973",8.53,,,,
144,"December 28, 1973",8.56,,,,
145,"January 4, 1974",8.56,,,,
146,"January 11, 1974",8.53,,,,
147,"January 18, 1974",8.55,,,,
148,"January 25, 1974",8.52,,,,
149,"February 1, 1974",8.48,,,,
150,"February 8, 1974",8.46,,,,
151,"February 15, 1974",8.46,,,,
152,"February 22, 1974",8.42,,,,
153,"March 1, 1974",8.41,,,,
154,"March 8, 1974",8.41,,,,
155,"March 15, 1974",8.4,,,,
156,"March 22, 1974",8.4,,,,
157,"March 29, 1974",8.41,,,,
158,"April 5, 1974",8.44,,,,
159,"April 12, 1974",8.53,,,,
160,"April 19, 1974",8.63,,,,
161,"April 26, 1974",8.73,,,,
162,"May 3, 1974",8.87,,,,
163,"May 10, 1974",8.98,,,,
164,"May 17, 1974",8.97,,,,
165,"May 24, 1974",9.01,,,,
166,"May 31, 1974",9.03,,,,
167,"June 7, 1974",9.06,,,,
168,"June 14, 1974",9.11,,,,
169,"June 21, 1974",9.07,,,,
170,"June 28, 1974",9.1,,,,
171,"July 5, 1974",9.14,,,,
172,"July 12, 1974",9.19,,,,
173,"July 19, 1974",9.37,,,,
174,"July 26, 1974",9.42,,,,
175,"August 2, 1974",9.47,,,,
176,"August 9, 1974",9.5,,,,
177,"August 16, 1974",9.6,,,,
178,"August 23, 1974",9.62,,,,
179,"August 30, 1974",9.74,,,,
180,"September 6, 1974",9.88,,,,
181,"September 13, 1974",9.92,,,,
182,"September 20, 1974",10,,,,
183,"September 27, 1974",10.03,,,,
184,"October 4, 1974",10.02,,,,
185,"October 11, 1974",9.96,,,,
186,"October 18, 1974",9.99,,,,
187,"October 25, 1974",9.94,,,,
188,"November 1, 1974",9.87,,,,
189,"November 8, 1974",9.81,,,,
190,"November 15, 1974",9.81,,,,
191,"November 22, 1974",9.73,,,,
192,"November 29, 1974",9.72,,,,
193,"December 6, 1974",9.69,,,,
194,"December 13, 1974",9.63,,,,
195,"December 20, 1974",9.58,,,,
196,"December 27, 1974",9.56,,,,
197,"January 3, 1975",9.6,,,,
198,"January 10, 1975",9.49,,,,
199,"January 17, 1975",9.43,,,,
200,"January 24, 1975",9.35,,,,
201,"January 31, 1975",9.29,,,,
202,"February 7, 1975",9.2,,,,
203,"February 14, 1975",9.13,,,,
204,"February 21, 1975",9.07,,,,
205,"February 28, 1975",9.02,,,,
206,"March 7, 1975",9,,,,
207,"March 14, 1975",8.89,,,,
208,"March 21, 1975",8.86,,,,
209,"March 28, 1975",8.86,,,,
210,"April 4, 1975",8.83,,,,
211,"April 11, 1975",8.81,,,,
212,"April 18, 1975",8.8,,,,
213,"April 25, 1975",8.84,,,,
214,"May 2, 1975",8.92,,,,
215,"May 9, 1975",8.88,,,,
216,"May 16, 1975",8.92,,,,
217,"May 23, 1975",8.92,,,,
218,"May 30, 1975",8.89,,,,
219,"June 6, 1975",8.89,,,,
220,"June 13, 1975",8.9,,,,
221,"June 20, 1975",8.88,,,,
222,"June 27, 1975",8.9,,,,
223,"July 3, 1975",8.88,,,,
224,"July 11, 1975",8.9,,,,
225,"July 18, 1975",8.89,,,,
226,"July 25, 1975",8.89,,,,
227,"August 1, 1975",8.89,,,,
228,"August 8, 1975",8.89,,,,
229,"August 15, 1975",8.93,,,,
230,"August 22, 1975",8.98,,,,
231,"August 29, 1975",9.02,,,,
232,"September 5, 1975",9.08,,,,
233,"September 12, 1975",9.16,,,,
234,"September 19, 1975",9.14,,,,
235,"September 26, 1975",9.14,,,,
236,"October 3, 1975",9.2,,,,
237,"October 10, 1975",9.21,,,,
238,"October 17, 1975",9.21,,,,
239,"October 24, 1975",9.26,,,,
240,"October 31, 1975",9.24,,,,
241,"November 7, 1975",9.19,,,,
242,"November 14, 1975",9.16,,,,
243,"November 21, 1975",9.12,,,,
244,"November 28, 1975",9.11,,,,
245,"December 5, 1975",9.11,,,,
246,"December 12, 1975",9.11,,,,
247,"December 19, 1975",9.08,,,,
248,"December 26, 1975",9.09,,,,
249,"January 2, 1976",9.1,,,,
250,"January 9, 1976",9.07,,,,
251,"January 16, 1976",9.01,,,,
252,"January 23, 1976",9,,,,
253,"January 30, 1976",8.9,,,,
254,"February 6, 1976",8.86,,,,
255,"February 13, 1976",8.83,,,,
256,"February 20, 1976",8.81,,,,
257,"February 27, 1976",8.75,,,,
258,"March 5, 1976",8.77,,,,
259,"March 12, 1976",8.75,,,,
260,"March 19, 1976",8.75,,,,
261,"March 26, 1976",8.75,,,,
262,"April 2, 1976",8.7,,,,
263,"April 9, 1976",8.7,,,,
264,"April 16, 1976",8.75,,,,
265,"April 23, 1976",8.75,,,,
266,"April 30, 1976",8.75,,,,
267,"May 7, 1976",8.75,,,,
268,"May 14, 1976",8.75,,,,
269,"May 21, 1976",8.78,,,,
270,"May 28, 1976",8.78,,,,
271,"June 4, 1976",8.78,,,,
272,"June 11, 1976",8.83,,,,
273,"June 18, 1976",8.88,,,,
274,"June 25, 1976",8.9,,,,
275,"July 2, 1976",8.93,,,,
276,"July 9, 1976",8.93,,,,
277,"July 16, 1976",8.93,,,,
278,"July 23, 1976",8.9,,,,
279,"July 30, 1976",8.98,,,,
280,"August 6, 1976",9,,,,
281,"August 13, 1976",9,,,,
282,"August 20, 1976",9,,,,
283,"August 27, 1976",9,,,,
284,"September 3, 1976",9,,,,
285,"September 10, 1976",8.97,,,,
286,"September 17, 1976",8.97,,,,
287,"September 24, 1976",8.97,,,,
288,"October 1, 1976",8.9,,,,
289,"October 8, 1976",8.95,,,,
290,"October 15, 1976",8.95,,,,
291,"October 22, 1976",8.95,,,,
292,"October 29, 1976",8.9,,,,
293,"November 5, 1976",8.85,,,,
294,"November 12, 1976",8.8,,,,
295,"November 19, 1976",8.8,,,,
296,"November 26, 1976",8.8,,,,
297,"December 3, 1976",8.8,,,,
298,"December 10, 1976",8.8,,,,
299,"December 17, 1976",8.8,,,,
300,"December 24, 1976",8.78,,,,
301,"December 31, 1976",8.78,,,,
302,"January 7, 1977",8.7,,,,
303,"January 14, 1977",8.73,,,,
304,"January 21, 1977",8.73,,,,
305,"January 28, 1977",8.73,,,,
306,"February 4, 1977",8.68,,,,
307,"February 11, 1977",8.7,,,,
308,"February 18, 1977",8.65,,,,
309,"February 25, 1977",8.65,,,,
310,"March 4, 1977",8.65,,,,
311,"March 11, 1977",8.7,,,,
312,"March 18, 1977",8.7,,,,
313,"March 25, 1977",8.7,,,,
314,"April 1, 1977",8.7,,,,
315,"April 8, 1977",8.75,,,,
316,"April 15, 1977",8.75,,,,
317,"April 22, 1977",8.78,,,,
318,"April 29, 1977",8.78,,,,
319,"May 6, 1977",8.78,,,,
320,"May 13, 1977",8.83,,,,
321,"May 20, 1977",8.85,,,,
322,"May 27, 1977",8.85,,,,
323,"June 3, 1977",8.85,,,,
324,"June 10, 1977",8.85,,,,
325,"June 17, 1977",8.85,,,,
326,"June 24, 1977",8.88,,,,
327,"July 1, 1977",8.95,,,,
328,"July 8, 1977",8.93,,,,
329,"July 15, 1977",8.95,,,,
330,"July 22, 1977",8.95,,,,
331,"July 29, 1977",8.93,,,,
332,"August 5, 1977",8.95,,,,
333,"August 12, 1977",8.95,,,,
334,"August 19, 1977",8.93,,,,
335,"August 26, 1977",8.93,,,,
336,"September 2, 1977",8.88,,,,
337,"September 9, 1977",8.9,,,,
338,"September 16, 1977",8.9,,,,
339,"September 23, 1977",8.9,,,,
340,"September 30, 1977",8.9,,,,
341,"October 7, 1977",8.93,,,,
342,"October 14, 1977",8.93,,,,
343,"October 21, 1977",8.93,,,,
344,"October 28, 1977",8.9,,,,
345,"November 4, 1977",8.9,,,,
346,"November 11, 1977",8.93,,,,
347,"November 18, 1977",8.93,,,,
348,"November 25, 1977",8.93,,,,
349,"December 2, 1977",8.95,,,,
350,"December 9, 1977",8.95,,,,
351,"December 16, 1977",8.95,,,,
352,"December 23, 1977",8.95,,,,
353,"December 30, 1977",9,,,,
354,"January 6, 1978",9,,,,
355,"January 13, 1978",9.03,,,,
356,"January 20, 1978",8.98,,,,
357,"January 27, 1978",9.05,,,,
358,"February 3, 1978",9.13,,,,
359,"February 10, 1978",9.15,,,,
360,"February 17, 1978",9.15,,,,
361,"February 24, 1978",9.15,,,,
362,"March 3, 1978",9.15,,,,
363,"March 10, 1978",9.15,,,,
364,"March 17, 1978",9.23,,,,
365,"March 24, 1978",9.23,,,,
366,"March 31, 1978",9.25,,,,
367,"April 7, 1978",9.28,,,,
368,"April 14, 1978",9.33,,,,
369,"April 21, 1978",9.38,,,,
370,"April 28, 1978",9.43,,,,
371,"May 5, 1978",9.48,,,,
372,"May 12, 1978",9.55,,,,
373,"May 19, 1978",9.58,,,,
374,"May 26, 1978",9.68,,,,
375,"June 2, 1978",9.68,,,,
376,"June 9, 1978",9.7,,,,
377,"June 16, 1978",9.73,,,,
378,"June 23, 1978",9.7,,,,
379,"June 30, 1978",9.73,,,,
380,"July 7, 1978",9.73,,,,
381,"July 14, 1978",9.73,,,,
382,"July 21, 1978",9.75,,,,
383,"July 28, 1978",9.75,,,,
384,"August 4, 1978",9.78,,,,
385,"August 11, 1978",9.78,,,,
386,"August 18, 1978",9.78,,,,
387,"August 25, 1978",9.8,,,,
388,"September 1, 1978",9.75,,,,
389,"September 8, 1978",9.75,,,,
390,"September 15, 1978",9.75,,,,
391,"September 22, 1978",9.75,,,,
392,"September 29, 1978",9.78,,,,
393,"October 6, 1978",9.85,,,,
394,"October 13, 1978",9.85,,,,
395,"October 20, 1978",9.85,,,,
396,"October 27, 1978",9.88,,,,
397,"November 3, 1978",9.9,,,,
398,"November 10, 1978",10.05,,,,
399,"November 17, 1978",10.2,,,,
400,"November 24, 1978",10.28,,,,
401,"December 1, 1978",10.3,,,,
402,"December 8, 1978",10.35,,,,
403,"December 15, 1978",10.35,,,,
404,"December 22, 1978",10.35,,,,
405,"December 29, 1978",10.38,,,,
406,"January 5, 1979",10.38,,,,
407,"January 12, 1979",10.38,,,,
408,"January 19, 1979",10.4,,,,
409,"January 26, 1979",10.4,,,,
410,"February 2, 1979",10.4,,,,
411,"February 9, 1979",10.43,,,,
412,"February 16, 1979",10.4,,,,
413,"February 23, 1979",10.4,,,,
414,"March 2, 1979",10.43,,,,
415,"March 9, 1979",10.4,,,,
416,"March 16, 1979",10.4,,,,
417,"March 23, 1979",10.45,,,,
418,"March 30, 1979",10.45,,,,
419,"April 6, 1979",10.48,,,,
420,"April 13, 1979",10.48,,,,
421,"April 20, 1979",10.5,,,,
422,"April 27, 1979",10.53,,,,
423,"May 4, 1979",10.6,,,,
424,"May 11, 1979",10.68,,,,
425,"May 18, 1979",10.73,,,,
426,"May 25, 1979",10.75,,,,
427,"June 1, 1979",10.9,,,,
428,"June 8, 1979",11.03,,,,
429,"June 15, 1979",11.05,,,,
430,"June 22, 1979",11.1,,,,
431,"June 29, 1979",11.1,,,,
432,"July 6, 1979",11.13,,,,
433,"July 13, 1979",11.08,,,,
434,"July 20, 1979",11.08,,,,
435,"July 27, 1979",11.08,,,,
436,"August 3, 1979",11.08,,,,
437,"August 10, 1979",11.08,,,,
438,"August 17, 1979",11.08,,,,
439,"August 24, 1979",11.1,,,,
440,"August 31, 1979",11.13,,,,
441,"September 7, 1979",11.2,,,,
442,"September 14, 1979",11.3,,,,
443,"September 21, 1979",11.35,,,,
444,"September 28, 1979",11.35,,,,
445,"October 5, 1979",11.35,,,,
446,"October 12, 1979",11.45,,,,
447,"October 19, 1979",11.75,,,,
448,"October 26, 1979",12,,,,
449,"November 2, 1979",12.8,,,,
450,"November 9, 1979",12.85,,,,
451,"November 16, 1979",12.8,,,,
452,"November 23, 1979",12.8,,,,
453,"November 30, 1979",12.9,,,,
454,"December 7, 1979",12.9,,,,
455,"December 14, 1979",12.9,,,,
456,"December 21, 1979",12.9,,,,
457,"December 28, 1979",12.9,,,,
458,"January 4, 1980",12.85,,,,
459,"January 11, 1980",12.9,,,,
460,"January 18, 1980",12.87,,,,
461,"January 25, 1980",12.89,,,,
462,"February 1, 1980",12.85,,,,
463,"February 8, 1980",12.85,,,,
464,"February 15, 1980",12.88,,,,
465,"February 22, 1980",13.03,,,,
466,"February 29, 1980",13.59,,,,
467,"March 7, 1980",14,,,,
468,"March 14, 1980",15.4,,,,
469,"March 21, 1980",15.7,,,,
470,"March 28, 1980",16.03,,,,
471,"April 4, 1980",16.35,,,,
472,"April 11, 1980",16.35,,,,
473,"April 18, 1980",16.35,,,,
474,"April 25, 1980",16.25,,,,
475,"May 2, 1980",15.9,,,,
476,"May 9, 1980",14.68,,,,
477,"May 16, 1980",14.15,,,,
478,"May 23, 1980",13.38,,,,
479,"May 30, 1980",13.2,,,,
480,"June 6, 1980",13.06,,,,
481,"June 13, 1980",12.85,,,,
482,"June 20, 1980",12.58,,,,
483,"June 27, 1980",12.35,,,,
484,"July 4, 1980",12.18,,,,
485,"July 11, 1980",12.23,,,,
486,"July 18, 1980",12.18,,,,
487,"July 25, 1980",12.18,,,,
488,"August 1, 1980",12.25,,,,
489,"August 8, 1980",12.25,,,,
490,"August 15, 1980",12.55,,,,
491,"August 22, 1980",12.8,,,,
492,"August 29, 1980",12.95,,,,
493,"September 5, 1980",13.03,,,,
494,"September 12, 1980",13.08,,,,
495,"September 19, 1980",13.25,,,,
496,"September 26, 1980",13.43,,,,
497,"October 3, 1980",13.6,,,,
498,"October 10, 1980",13.73,,,,
499,"October 17, 1980",13.78,,,,
500,"October 24, 1980",13.85,,,,
501,"October 31, 1980",14,,,,
502,"November 7, 1980",14.08,,,,
503,"November 14, 1980",14.18,,,,
504,"November 21, 1980",14.28,,,,
505,"November 28, 1980",14.28,,,,
506,"December 5, 1980",14.43,,,,
507,"December 12, 1980",14.83,,,,
508,"December 19, 1980",14.95,,,,
509,"December 26, 1980",14.95,,,,
510,"January 2, 1981",14.95,,,,
511,"January 9, 1981",14.8,,,,
512,"January 16, 1981",14.85,,,,
513,"January 23, 1981",14.85,,,,
514,"January 30, 1981",15.07,,,,
515,"February 6, 1981",15,,,,
516,"February 13, 1981",15.03,,,,
517,"February 20, 1981",15.2,,,,
518,"February 27, 1981",15.3,,,,
519,"March 6, 1981",15.4,,,,
520,"March 13, 1981",15.4,,,,
521,"March 20, 1981",15.4,,,,
522,"March 27, 1981",15.4,,,,
523,"April 3, 1981",15.4,,,,
524,"April 10, 1981",15.5,,,,
525,"April 17, 1981",15.65,,,,
526,"April 24, 1981",15.77,,,,
527,"May 1, 1981",15.82,,,,
528,"May 8, 1981",16.12,,,,
529,"May 15, 1981",16.64,,,,
530,"May 22, 1981",16.63,,,,
531,"May 29, 1981",16.8,,,,
532,"June 5, 1981",16.76,,,,
533,"June 12, 1981",16.69,,,,
534,"June 19, 1981",16.71,,,,
535,"June 26, 1981",16.62,,,,
536,"July 3, 1981",16.64,,,,
537,"July 10, 1981",16.79,,,,
538,"July 17, 1981",16.74,,,,
539,"July 24, 1981",16.88,,,,
540,"July 31, 1981",17.11,,,,
541,"August 7, 1981",17.13,,,,
542,"August 14, 1981",17.27,,,,
543,"August 21, 1981",17.26,,,,
544,"August 28, 1981",17.48,,,,
545,"September 4, 1981",17.79,,,,
546,"September 11, 1981",18.22,,,,
547,"September 18, 1981",18.27,,,,
548,"September 25, 1981",18.36,,,,
549,"October 2, 1981",18.28,,,,
550,"October 9, 1981",18.63,,,,
551,"October 16, 1981",18.53,,,,
552,"October 21, 1981",18.39,,,,
553,"October 30, 1981",18.44,,,,
554,"November 6, 1981",18.37,,,,
555,"November 13, 1981",18.02,,,,
556,"November 20, 1981",17.7,,,,
557,"November 27, 1981",17.21,,,,
558,"December 4, 1981",16.9,,,,
559,"December 11, 1981",16.94,,,,
560,"December 18, 1981",16.9,,,,
561,"December 25, 1981",16.95,,,,
562,"December 31, 1981",17.04,,,,
563,"January 8, 1982",17.3,,,,
564,"January 15, 1982",17.44,,,,
565,"January 22, 1982",17.61,,,,
566,"January 29, 1982",17.59,,,,
567,"February 5, 1982",17.56,,,,
568,"February 12, 1982",17.65,,,,
569,"February 19, 1982",17.66,,,,
570,"February 26, 1982",17.52,,,,
571,"March 5, 1982",17.29,,,,
572,"March 12, 1982",17.19,,,,
573,"March 19, 1982",17.12,,,,
574,"March 26, 1982",17.04,,,,
575,"April 2, 1982",16.95,,,,
576,"April 9, 1982",16.91,,,,
577,"April 16, 1982",16.93,,,,
578,"April 23, 1982",16.86,,,,
579,"April 30, 1982",16.81,,,,
580,"May 7, 1982",16.78,,,,
581,"May 14, 1982",16.63,,,,
582,"May 21, 1982",16.67,,,,
583,"May 28, 1982",16.63,,,,
584,"June 4, 1982",16.65,,,,
585,"June 11, 1982",16.7,,,,
586,"June 18, 1982",16.71,,,,
587,"June 25, 1982",16.73,,,,
588,"July 2, 1982",16.87,,,,
589,"July 9, 1982",16.93,,,,
590,"July 16, 1982",16.88,,,,
591,"July 23, 1982",16.75,,,,
592,"July 30, 1982",16.65,,,,
593,"August 6, 1982",16.55,,,,
594,"August 13, 1982",16.44,,,,
595,"August 20, 1982",16.21,,,,
596,"August 27, 1982",15.88,,,,
597,"September 3, 1982",15.59,,,,
598,"September 10, 1982",15.56,,,,
599,"September 17, 1982",15.38,,,,
600,"September 24, 1982",15.19,,,,
601,"October 1, 1982",15.13,,,,
602,"October 8, 1982",14.96,,,,
603,"October 15, 1982",14.6,,,,
604,"October 22, 1982",14.2,,,,
605,"October 29, 1982",14.15,,,,
606,"November 5, 1982",13.91,,,,
607,"November 12, 1982",13.84,,,,
608,"November 19, 1982",13.78,,,,
609,"November 26, 1982",13.77,,,,
610,"December 3, 1982",13.66,,,,
611,"December 10, 1982",13.66,,,,
612,"December 17, 1982",13.63,,,,
613,"December 24, 1982",13.6,,,,
614,"December 31, 1982",13.57,,,,
615,"January 7, 1983",13.46,,,,
616,"January 14, 1983",13.31,,,,
617,"January 21, 1983",13.12,,,,
618,"January 28, 1983",13.1,,,,
619,"February 4, 1983",13.06,,,,
620,"February 11, 1983",13.06,,,,
621,"February 18, 1983",13.07,,,,
622,"February 25, 1983",12.98,,,,
623,"March 4, 1983",12.74,,,,
624,"March 11, 1983",12.79,,,,
625,"March 18, 1983",12.81,,,,
626,"March 25, 1983",12.86,,,,
627,"April 1, 1983",12.82,,,,
628,"April 8, 1983",12.82,,,,
629,"April 15, 1983",12.79,,,,
630,"April 22, 1983",12.75,,,,
631,"April 29, 1983",12.73,,,,
632,"May 6, 1983",12.71,,,,
633,"May 13, 1983",12.59,,,,
634,"May 20, 1983",12.55,,,,
635,"May 27, 1983",12.68,,,,
636,"June 3, 1983",12.74,,,,
637,"June 10, 1983",12.82,,,,
638,"June 17, 1983",12.96,,,,
639,"June 24, 1983",12.96,,,,
640,"July 1, 1983",13.08,,,,
641,"July 8, 1983",13.3,,,,
642,"July 15, 1983",13.5,,,,
643,"July 22, 1983",13.58,,,,
644,"July 29, 1983",13.65,,,,
645,"August 5, 1983",13.73,,,,
646,"August 12, 1983",13.84,,,,
647,"August 19, 1983",13.89,,,,
648,"August 26, 1983",13.78,,,,
649,"September 2, 1983",13.77,,,,
650,"September 9, 1983",13.77,,,,
651,"September 16, 1983",13.72,,,,
652,"September 23, 1983",13.72,,,,
653,"September 30, 1983",13.65,,,,
654,"October 7, 1983",13.59,,,,
655,"October 14, 1983",13.6,,,,
656,"October 21, 1983",13.52,,,,
657,"October 28, 1983",13.43,,,,
658,"November 4, 1983",13.42,,,,
659,"November 11, 1983",13.47,,,,
660,"November 18, 1983",13.42,,,,
661,"November 25, 1983",13.43,,,,
662,"December 2, 1983",13.41,,,,
663,"December 9, 1983",13.38,,,,
664,"December 16, 1983",13.42,,,,
665,"December 23, 1983",13.46,,,,
666,"December 30, 1983",13.43,,,,
667,"January 6, 1984",13.43,,,,
668,"January 13, 1984",13.4,,,,
669,"January 20, 1984",13.35,,,,
670,"January 27, 1984",13.29,,,,
671,"February 3, 1984",13.26,,,,
672,"February 10, 1984",13.23,,,,
673,"February 17, 1984",13.19,,,,
674,"February 24, 1984",13.25,,,,
675,"March 2, 1984",13.23,,,,
676,"March 9, 1984",13.3,,,,
677,"March 16, 1984",13.37,,,,
678,"March 23, 1984",13.48,,,,
679,"March 30, 1984",13.55,,,,
680,"April 6, 1984",13.63,,,,
681,"April 13, 1984",13.58,,,,
682,"April 20, 1984",13.67,,,,
683,"April 27, 1984",13.73,,,,
684,"May 4, 1984",13.78,,,,
685,"May 11, 1984",13.87,,,,
686,"May 18, 1984",14.04,,,,
687,"May 25, 1984",14.08,,,,
688,"June 1, 1984",14.29,,,,
689,"June 8, 1984",14.33,,,,
690,"June 15, 1984",14.47,,,,
691,"June 22, 1984",14.49,,,,
692,"June 29, 1984",14.5,,,,
693,"July 6, 1984",14.66,,,,
694,"July 13, 1984",14.68,,,,
695,"July 20, 1984",14.66,,,,
696,"July 27, 1984",14.67,,,,
697,"August 3, 1984",14.68,,,,
698,"August 10, 1984",14.54,,,,
699,"August 17, 1984",14.39,,,,
700,"August 24, 1984",14.36,,,,
701,"August 31, 1984",14.38,,,,
702,"September 7, 1984",14.42,,,,
703,"September 14, 1984",14.43,,,,
704,"September 21, 1984",14.29,,,,
705,"September 28, 1984",14.26,,,,
706,"October 5, 1984",14.18,,,,
707,"October 12, 1984",14.19,,,,
708,"October 19, 1984",14.1,,,,
709,"October 26, 1984",14.05,,,,
710,"November 2, 1984",13.85,,,,
